literal	components	onyomi	component_only_set	phono_component_sets	largest_phonetic_set_size	reliability_rating
八	[]	['ハツ', 'ハチ']	['頤', '頰', '欅', '竸', '罕', '領', '竟', '蹲', '総', '勘', '黹', '梭', '誉', '脱', '異', '吩', '貮', '饋', '共', '公', '瀕', '嘖', '禎', '饌', '贇', '貭', '贓', '彌', '贊', '貢', '愼', '演', '濺', '鎹', '獺', '分', '宍', '糞', '廐', '頬', '稘', '謚', '翁', '悛', '鷆', '廝', '鶲', '蜈', '瓰', '暝', '尺', '堪', '負', '贅', '賈', '貯', '撰', '冥', '駅', '贐', '贄', '汾', '財', '娯', '贋', '鋲', '俱', '簧', '簾', '簪', '醸', '溢', '頽', '頭', '騫', '択', '藐', '釈', '旡', '簣', '廣', '寅', '鎭', '嶺', '尽', '撕', '責', '贔', '贏', '禰', '蒐', '兮', '具', '挙', '其', '六', '貸', '貫', '狽', '厮', '箜', '箕', '梹', '濱', '鎮', '槙', '綾', '无', '頷', '齎', '謇', '頼', '頡', '磧', '竕', '既', '盻', '鷏', '誤', '暴', '閧', '彜', '蓊', '瀑', '茣', '兵', '兼', '贍', '貧', '沢', '贖', '貪', '曁', '爆', '厠', '虞', '績', '漑', '嶼', '説', '椹', '椌', '鷁', '旗', '雰', '罌', '頴', '頻', '須', '斟', '竇', '碵', '竊', '碩', '類', '基', '窓', '戡', '碁', '楢', '麒', '慎', '腆', '岔', '曝', '犢', '塞', '賻', '噴', '搾', '真', '嚢', '購', '壌', '匹', '樌', '鬢', '巓', '枳', '嬢', '榠', '寡', '窒', '戴', '穹', '顆', '窰', '竄', '窿', '顋', '蕕', '窟', '癲', '窄', '枌', '剪', '黌', '慨', '麑', '麌', '呉', '墳', '賺', '擧', '韻', '償', '眞', '鬼', '黄', '鯢', '鴪', '籟', '癪', '題', '竅', '嶺', '窩', '颶', '積', '顕', '突', '窕', '側', '實', '籏', '侭', '幎', '寒', '猊', '唄', '潰', '曠', '續', '蛬', '腔', '賽', '氛', '莵', '遉', '霓', '遵', '搴', '嫌', '纐', '櫻', '惧', '枩', '糂', '廁', '螟', '嬰', '圓', '偵', '隘', '穎', '歉', '顏', '顛', '額', '譲', '殯', '薐', '譽', '窶', '窖', '舉', '幀', '襭', '鱒', '黃', '訟', '臀', '牘', '咫', '遺', '擯', '邉', '礦', '膩', '昼', '慊', '纓', '甚', '屓', '鑽', '瑣', '嬾', '嬪', '襷', '隧', '窃', '興', '窗', '敗', '滾', '竃', '顚', '窺', '顎', '殿', '譖', '益', '蕷', '船', '鑚', '嗔', '匱', '曾', '呎', '賜', '浜', '囂', '嚶', '遒', '囎', '賛', '忿', '墫', '賠', '慣', '曽', '只', '巽', '鬚', '惻', '覿', '寨', '紛', '讀', '盆', '港', '翼', '窪', '顳', '穿', '顧', '顱', '穽', '隕', '歟', '傾', '殞', '寶', '璽', '鑛', '松', '猷', '潛', '樽', '鬩', '纉', '邊', '賢', '邇', '賭', '噂', '選', '擲', '儿', '浚', '賚', '賣', '弟', '並', '填', '慈', '蛻', '纈', '横', '鬨', '濂', '諡', '潁', '則', '猶', '概', '讃', '與', '窘', '讚', '顫', '願', '顰', '竈', '穣', '顯', '窯', '顴', '空', '拱', '窈', '戝', '并', '廉', '寳', '濆', '賞', '質', '賓', '賦', '邃', '塡', '膣', '崚', '繽', '訳', '前', '槇', '皴', '究', '領', '碪', '窮', '穴', '驥', '債', '斯', '癩', '癜', '鄭', '釡', '供', '粉', '澱', '銃', '蘋', '鉛', '憤', '淇', '賤', '噸', '擴', '控', '損', '賑', '哄', '巷', '鬆', '蠶', '舩', '皃', '測', '項', '頑', '蹇', '頌', '酋', '芬', '扮', '煩', '攅', '鎌', '簸', '朞', '懶', '賂', '貶', '賍', '瞋', '嘶', '菱', '典', '兌', '貎', '充', '菘', '賎', '瞑', '買', '賃', '袞', '輿', '鎰', '躑', '倥', '頸', '預', '蹟', '頒', '順', '熕', '騏', '躓', '倪', '椣', '恭', '期', '濔', '鈬', '吮', '祺', '賁', '沿', '販', '貼', '壙', '兇', '兒', '凌', '費', '貨', '賀', '貴', '蚣', '員', '檳', '鵙', '椶', '煎', '價', '湛', '頓', '頚', '頗', '頃', '倶', '釁', '蔆', '孳', '瓔', '勣', '櫃', '尊', '貿', '貰', '賄', '淞', '瞶', '蒹', '貌', '睨', '贈', '冀', '鋭', '棋', '黷', '善', '統', '鎖', '頂', '稜', '欺', '頏', '奠', '税', '溟', '僭', '褻', '啌', '聡', '瓮', '漬', '縊', '黼', '閲', '賊', '洪', '資', '貳', '兜', '逡', '貞', '瀰', '允', '貝', '瀬', '貲', '貽', '厩', '普', '爾', '黻', '棊', '鸚', '悦', '鍖', '簀', '槓', '鰌', '藾', '頁', '謙']	[['釟', '叭'], ['釟']]	2	0.003
逐	['豕', '⻌']	['チク']	[]	[]	0	0
徒	['土', '亻', '走', '彳', '龰']	['ト']	[]	[]	0	0
換	['丿', '大', '𠂊', '扌', '儿', '冂', '奐']	['カン']	[]	[]	0	0
葛	['勹', '日', '曷', '匂', '丿', '人', '艹']	['カツ', 'カチ']	['臈']	[]	0	0
靭	['丶', '十', '革', '刀', '廿', '刃']	['ジン', 'ニン', 'サ', 'サイ', 'サツ']	[]	[]	0	0
瀕	['卜', '小', '頁', '八', '歩', '少', '貝', '目', '氵', '止', '頻']	['ヒン']	[]	[]	0	0
逸	['丿', '免', '𠂊', '⻌', '儿']	['イツ']	[]	[]	0	0
逋	['丶', '辶', '甫', '用']	['ホ', 'フ']	[]	[]	0	0
挺	['壬', '丿', '廷', '廴', '扌', '士']	['チョウ', 'テイ']	[]	[]	0	0
嘖	['八', '龶', '口', '責', '目', '貝']	['サク']	[]	[]	0	0
冪	['日', '大', '幕', '冖', '巾', '艹', '莫']	['ベキ']	[]	[]	0	0
茲	['亠', '艹', '幺', '玄']	['ジ', 'シ']	[]	[['孳'], ['孳']]	1	1.0
瀁	['養', '羊', '氵', '食', '䒑']	['ヨウ']	[]	[]	0	0
撲	['三', '一', '业', '菐', '扌', '人']	['ボク']	[]	[]	0	0
速	['口', '木', '束', '⻌']	['ソク']	[]	[]	0	0
禎	['礻', '卜', '八', '貞', '目', '貝']	['テイ']	[]	[]	0	0
象	['豕', '𠂊']	['ゾウ', 'ショウ']	['豫']	[['橡', '像'], ['橡']]	2	0.667
饌	['己', '共', '八', '巳', '⻞', '巽']	['セン', 'サン']	[]	[]	0	0
跿	['土', '走', '口', '龰', '足']	['ト']	[]	[]	0	0
撒	['攵', '散', '丿', '扌', '乂', '月', '𠂉']	['サン', 'サツ']	[]	[]	0	0
贇	['止', '一', '卜', '丶', '八', '文', '斌', '亠', '武', '目', '貝', '乂', '弋']	['イン']	[]	[]	0	0
徽	['攵', '亻', '丿', '彳', '山', '乂', '糸', '𠂉']	['キ']	[]	[]	0	0
報	['𢆉', '土', '干', '十', '卩', '幸', '又', '䒑']	['ホウ']	[]	[]	0	0
交	['亠', '父']	['コウ']	['駮']	[['較', '鵁', '絞', '効', '佼', '蛟', '纐', '咬', '郊', '校', '效', '傚', '餃', '皎', '狡', '鮫']]	16	0.941
禺	['日', '田', '冂', '禸']	['グウ', 'グ']	['勵', '癘', '萬', '礪', '蠣', '邁', '糲']	[['藕', '嵎', '寓', '偶', '遇', '隅'], ['藕', '嵎', '寓', '愚']]	6	0.5
駆	['灬', '丿', '馬', '匚', '区', '乂']	['ク']	[]	[]	0	0
貭	['厂', '八', '十', '目', '貝']	['シツ', 'シチ', 'チ']	[]	[]	0	0
贓	['厂', '八', '丶', '臣', '爿', '丿', '臧', '戈', '目', '貝', '弋']	['ソウ']	[]	[]	0	0
淵	['丿', '𣶒', '丨', '氵']	['エン', 'カク', 'コウ']	[]	[]	0	0
祀	['示', '己', '巳']	['シ']	[]	[]	0	0
彑	[]	['ケイ']	['篆', '亙', '彝', '恆', '彖', '喙', '彜', '掾', '碌', '櫞', '剝', '蠡', '彙', '縁', '冱', '互', '椽', '沍', '祿']	[]	0	0
乾	['早', '日', '十', '乙', '𠦝', '乞']	['カン', 'ケン']	[]	[]	0	0
饅	['罒', '日', '曼', '⻞', '又']	['マン']	[]	[]	0	0
汰	['大', '太', '丶', '氵']	['タ', 'タイ']	[]	[]	0	0
票	['示', '覀']	['ヒョウ']	[]	[['漂', '嫖', '鰾', '飄', '剽', '驃', '飃', '慓', '標', '縹', '瓢']]	11	1.0
役	['殳', '丿', '亻', '彳', '又', '几']	['ヤク', 'エキ']	[]	[]	0	0
彌	['八', '冂', '爻', '乂', '弓', '爾']	['ビ', 'ミ']	[]	[['瀰'], ['瀰']]	1	1.0
堙	['垔', '土', '覀']	['イン']	[]	[]	0	0
贊	['八', '先', '丿', '目', '貝', '儿']	['サン']	[]	[['鑽', '讚']]	2	1.0
貢	['八', '工', '目', '貝']	['コウ', 'ク']	['熕']	[['槓']]	1	0.5
享	['亠', '口', '子']	['キョウ', 'コウ']	['椁', '暾', '廓', '槨', '燉', '鐓', '淳', '惇', '敦', '塾', '醇', '熟', '孰', '鶉', '郭', '諄']	[]	0	0
乳	['乙', '子', '⺤', '孚']	['ニュウ']	[]	[]	0	0
饑	['厂', '一', '丶', '幺', '丿', '幾', '⻞', '戈', '人', '戍', '弋']	['キ']	[]	[]	0	0
豼	['豸', '匕', '比']	['ヒ']	[]	[]	0	0
吏	['一', '丿', '口', '丈', '乂']	['リ']	['使']	[]	0	0
嶄	['斬', '山', '車', '斤']	['ザン', 'サン']	[]	[]	0	0
ウ	[]	[]	[]	[]	0	0
虍	['一', '七']	['コ']	['謔', '廬', '虔', '虜', '處', '獻', '爐', '虐', '號', '濾', '臚', '饕', '虞', '罅', '鑢', '墟', '遽', '戯', '轤', '膚', '櫨', '鱸', '戲', '鑪', '遞', '慮', '劇', '顱', '驢', '噓', '蘆', '歔', '鯱', '瘧', '褫', '盧', '彪', '艫', '醵', '虧', '瀘']	[['虚', '虎', '據', '琥', '嘘']]	5	0.109
臓	['厂', '丶', '臣', '丿', '蔵', '戈', '艹', '月', '弋']	['ゾウ']	[]	[]	0	0
留	['田', '卯', '丿', '卩']	['リュウ', 'ル']	['籀']	[['鰡', '餾', '瑠', '榴', '霤', '溜', '瘤'], ['鰡', '瑠', '榴', '瘤']]	7	0.875
箇	['固', '十', '古', '口', '囗', '竹']	['カ', 'コ']	[]	[]	0	0
臧	['厂', '丶', '臣', '爿', '丿', '戈', '弋']	['ソウ', 'ゾウ']	[]	[['贓', '藏'], ['臟', '藏']]	2	1.0
嶐	['隆', '一', '生', '⻖', '山', '夂']	['リュ']	[]	[]	0	0
ぬ	[]	[]	[]	[]	0	0
す	[]	[]	[]	[]	0	0
厥	['欠', '厂', '凵', '屰', '丿', '屮']	['ケツ', 'クツ']	[]	[['蹶', '蕨', '獗']]	3	1.0
君	['丿', '尸', '口', '⺕', '尹']	['クン']	['窘', '羣', '郡', '群']	[['桾', '裙']]	2	0.333
愡	['勹', '心', '丿', '匆', '怱', '忄']	['ソウ']	[]	[]	0	0
ぱ	[]	[]	[]	[]	0	0
愼	['八', '匕', '眞', '目', '忄']	['シン']	[]	[]	0	0
愉	['一', '刂', '兪', '忄', '入', '月']	['ユ']	[]	[]	0	0
曄	['日', '華', '艹', '丨']	['ヨウ']	[]	[]	0	0
蚩	['一', '中', '凵', '丿', '口', '虫', '屮', '丨']	['シ']	[]	[['嗤']]	1	1.0
晞	['希', '日', '丿', '布', '巾', '乂']	['キ']	[]	[]	0	0
卦	['圭', '卜', '土']	['カイ', 'ケ', 'カ']	[]	[['褂', '掛', '罫'], ['褂', '罫']]	3	1.0
哺	['口', '丶', '甫', '用']	['ホ']	[]	[]	0	0
嶋	['灬', '山', '鳥']	['トウ']	[]	[]	0	0
略	['口', '田', '各', '夂']	['リャク']	[]	[]	0	0
自	['目']	['ジ', 'シ']	['厦', '首', '馗', '臭', '鼾', '憩', '嬶', '寡', '鼻', '邉', '戛', '道', '榎', '邊', '夏', '廈', '嚊', '息', '馘', '導', '熄', '嗅', '嗄']	[]	0	0
鮖	['田', '魚', '灬', '口', '𠂊', '石']	[]	[]	[]	0	0
閣	['口', '各', '門', '夂']	['カク']	[]	[['擱']]	1	1.0
づ	[]	[]	[]	[]	0	0
輅	['口', '夂', '各', '車']	['ロ']	[]	[]	0	0
黐	['禸', '禾', '木', '凵', '冂', '亠', '丿', '黍', '氺', '离', '凶', '厶', '乂']	['チ', 'リ']	[]	[]	0	0
追	['丿', '⻌', '𠂤']	['ツイ']	[]	[['槌', '鎚', '縋']]	3	1.0
筐	['匡', '匚', '王', '竹']	['キョウ']	[]	[]	0	0
詣	['匕', '日', '言', '口', '旨']	['ケイ', 'ゲイ']	[]	[]	0	0
案	['木', '宀', '冖', '女', '安']	['アン']	[]	[]	0	0
峭	['⺌', '肖', '山', '月']	['ショウ']	[]	[]	0	0
暄	['一', '日', '亘', '宣', '宀', '冖', '旦', '二']	['ケン']	[]	[]	0	0
縢	['二', '糸', '人', '月']	['トウ']	[]	[['籘']]	1	1.0
漏	['雨', '尸', '氵']	['ロウ']	[]	[]	0	0
輹	['日', '夂', '車', '复', '𠂉']	['フク']	[]	[]	0	0
輌	['一', '山', '両', '車', '冂']	['リョウ']	[]	[]	0	0
篇	['冊', '扁', '十', '丿', '戸', '冂', '廾', '竹']	['ヘン']	[]	[]	0	0
檬	['蒙', '木', '豕', '冖', '艹']	['モウ']	[]	[]	0	0
演	['八', '日', '由', '宀', '冖', '氵', '丨', '寅']	['エン']	[]	[]	0	0
魁	['田', '丶', '丿', '鬼', '厶', '斗', '儿']	['カイ']	[]	[]	0	0
橲	['吉', '木', '喜', '口', '士']	['キ']	[]	[]	0	0
衙	['吾', '亻', '五', '口', '彳', '二', '行']	['ガ', 'ギョ', 'ゴ']	[]	[]	0	0
詮	['王', '全', '言', '口', '人']	['セン']	[]	[]	0	0
桴	['子', '木', '⺤', '孚']	['フ']	[]	[]	0	0
橦	['木', '童', '亠', '日', '立', '里']	['シュ', 'ショウ', 'トウ']	[]	[]	0	0
濺	['八', '戔', '丶', '賤', '丿', '戈', '目', '貝', '氵', '弋']	['セン']	[]	[]	0	0
蚕	['一', '中', '天', '大', '口', '虫', '丨']	['サン', 'テン']	[]	[]	0	0
筋	['肋', '力', '月', '竹']	['キン']	[]	[]	0	0
尼	['匕', '尸']	['ニ']	['昵', '眤', '怩']	[['泥']]	1	0.25
尉	['示', '丿', '寸', '尸']	['イ', 'ジョウ']	[]	[['慰', '蔚', '熨']]	3	1.0
誠	['丶', '言', '丿', '口', '𠂊', '成', '戈', '弋']	['セイ']	[]	[]	0	0
聟	['天', '大', '知', '口', '矢', '耳']	['セイ']	[]	[]	0	0
瓲	['屯', '丶', '凵', '丿', '屮', '瓦']	[]	[]	[]	0	0
恁	['壬', '心', '丿', '亻', '任', '士']	['イン', 'ジン', 'ニン']	[]	[]	0	0
啻	['亠', '帝', '口', '冖', '巾']	['シ']	[]	[]	0	0
初	['刀', '衤']	['ショ']	[]	[]	0	0
鐔	['早', '日', '十', '金', '覀', '覃']	['タン', 'シン']	[]	[]	0	0
朧	['龍', '立', '月', '亠']	['ロウ']	[]	[]	0	0
鎬	['亠', '金', '口', '冋', '高', '冂']	['コウ']	[]	[]	0	0
鎹	['八', '天', '金', '辶', '大', '送']	[]	[]	[]	0	0
獺	['八', '木', '頁', '束', '口', '刀', '⺨', '目', '貝', '頼']	['ダツ', 'タツ']	[]	[]	0	0
恕	['口', '心', '如', '女']	['ジョ', 'ショ']	[]	[]	0	0
務	['攵', '了', '矛', '丿', '力', '予', '亅', 'マ', '乂', '𠂉']	['ム']	[]	[['霧']]	1	1.0
獣	['田', '丶', '大', '口', '⺍', '犬']	['ジュウ']	[]	[]	0	0
某	['甘', '十', '木', '廿']	['ボウ']	['煤', '楳', '媒']	[['謀']]	1	0.25
未	['丿', '木']	['ミ', 'ビ']	['藕', '朱', '茱', '耙', '蛛', '昧', '耘', '耡', '眛', '籍', '釐', '耒', '藉', '殊', '珠', '耜', '耕', '耨', '侏', '株', '銖', '耗', '妹', '洙', '誅', '誄']	[['魅', '味'], ['寐']]	2	0.103
悶	['門', '心']	['モン']	[]	[]	0	0
珈	['王', '口', '加', '力']	['カ']	[]	[]	0	0
琅	['王', '艮', '良']	['ロウ']	[]	[]	0	0
單	['一', '日', '口', '甲', '丨']	['タン']	['蟬', '戰', '闡', '嬋', '禪']	[['殫', '憚', '鄲', '襌', '簞', '彈']]	6	0.545
分	['八', '刀']	['フン', 'ブン', 'ブ']	['瓰', '竕', '彜', '貧', '岔', '寡', '盆', '頒', '釁']	[['吩', '汾', '雰', '枌', '氛', '忿', '紛', '粉', '芬', '扮']]	10	0.526
綜	['示', '宀', '冖', '宗', '糸']	['ソウ']	[]	[]	0	0
柤	['一', '木', '且', '月']	['サ']	[]	[]	0	0
恩	['囗', '大', '心', '因']	['オン']	[]	[]	0	0
宍	['八', '六', '亠', '宀', '冖']	['ニク', 'ジク']	[]	[]	0	0
廸	['日', '廴', '由', '丨']	['テキ']	[]	[]	0	0
孕	['丿', '子', '乃']	['ヨウ']	[]	[]	0	0
鵞	['丶', '鳥', '灬', '丿', '亅', '我', '戈', '弋']	['ガ']	[]	[]	0	0
糞	['田', '共', '八', '異', '米']	['フン']	[]	[]	0	0
終	['冬', '冫', '糸', '夂']	['シュウ']	[]	[]	0	0
椏	['二', '木', '亞']	[]	[]	[]	0	0
鷄	['鳥', '灬', '幺', '大', '⺤', '奚']	['ケイ']	[]	[]	0	0
鰉	['王', '田', '白', '魚', '灬', '日', '𠂊', '皇']	['コウ']	[]	[]	0	0
帳	['長', '巾']	['チョウ']	[]	[]	0	0
椛	['木', '匕', '亻', '化', '花', '艹']	[]	[]	[]	0	0
椨	['厂', '付', '木', '府', '亻', '广', '寸']	[]	[]	[]	0	0
悖	['十', '子', '孛', '冖', '忄']	['ハイ', 'ボツ']	[]	[]	0	0
絖	['一', '兀', '丿', '⺌', '光', '儿', '糸']	['コウ']	[]	[]	0	0
廟	['厂', '朝', '早', '日', '十', '𠦝', '广', '月']	['ビョウ', 'ミョウ']	[]	[]	0	0
悍	['干', '日', '十', '旱', '忄']	['カン']	[]	[]	0	0
肓	['亡', '匸', '月', '亠']	['コウ']	[]	[]	0	0
孜	['攵', '丿', '子', '乂', '𠂉']	['シ']	[]	[]	0	0
孩	['亠', '人', '亥', '子']	['ガイ', 'カイ']	[]	[]	0	0
寂	['一', '卜', '小', '上', '叔', '宀', '冖', '又']	['ジャク', 'セキ']	[]	[]	0	0
休	['亻', '木']	['キュウ']	['鮴']	[['烋', '恷', '貅']]	3	0.75
椀	['木', '夗', '宛', '宀', '夕', '冖', '卩']	['ワン']	[]	[]	0	0
簫	['聿', '丿', '⺕', '肅', '丨', '竹']	['ショウ']	[]	[]	0	0
綵	['采', '木', '⺤', '糸']	['サイ']	[]	[]	0	0
簿	['丶', '尃', '竹', '用', '氵', '寸', '甫', '溥']	['ボ']	[]	[]	0	0
鰡	['田', '魚', '灬', '丿', '留', '卯', '𠂊', '卩']	['リュウ', 'ル']	[]	[]	0	0
褌	['衤', '冖', '軍', '車']	['コン']	[]	[]	0	0
家	['豕', '冖', '宀']	['カ', 'ケ']	['糘']	[['稼', '嫁']]	2	0.667
廐	['厂', '白', '八', '匕', '日', '丿', '广', '旡', '儿', '皀']	['キュウ']	[]	[]	0	0
糧	['一', '量', '日', '米', '旦', '里']	['リョウ', 'ロウ']	[]	[]	0	0
肇	['攵', '聿', '丿', '⺕', '戸', '乂', '丨', '𠂉']	['チョウ', 'ジョウ', 'トウ']	[]	[]	0	0
苅	['刂', '丿', '艹', '乂', '刈']	['ガイ', 'カイ']	[]	[]	0	0
醪	['一', '羽', '西', '彡', '翏', '酉']	['ロウ']	[]	[]	0	0
抻	['日', '扌', '丨', '申']	['シン', 'チン']	[]	[]	0	0
借	['日', '十', '亻', '丿', '廾', '昔']	['シャク']	[]	[]	0	0
龝	['禾', '木', '龜', '丿', '⺕', '𠂊']	['シュウ']	[]	[]	0	0
羃	['罒', '日', '大', '幕', '巾', '艹', '莫']	['ベキ']	[]	[]	0	0
艝	['雨', '⺕', '舟', '雪']	[]	[]	[]	0	0
雩	['雨', '一', '丂']	['ウ', 'ク', 'キョ', 'コ']	['樗']	[]	0	0
煉	['日', '火', '木', '東']	['レン']	[]	[]	0	0
個	['固', '十', '亻', '古', '口', '囗']	['コ', 'カ']	[]	[]	0	0
花	['艹', '亻', '化', '匕']	['カ', 'ケ']	['椛', '糀', '埖', '硴']	[['錵']]	1	0.2
拏	['手', '奴', '又', '女']	['ダ', 'ナ']	[]	[]	0	0
攬	['臣', '見', '罒', '覽', '扌', '目', '儿', '𠂉']	['ラン']	[]	[]	0	0
扎	['乙', '扌']	['サツ', 'アツ']	[]	[]	0	0
旒	['川', '亠', '㐬', '厶', '方', '𠂉']	['リュウ']	[]	[]	0	0
美	['⺷', '大']	['ビ', 'ミ']	['躾', '羹']	[]	0	0
妝	['爿', '女']	['ソウ', 'ショウ']	[]	[]	0	0
酘	['一', '西', '殳', '丿', '又', '几', '酉']	['トウ']	[]	[]	0	0
旦	['日', '一']	['タン', 'ダン']	['羶', '晝', '亘', '暄', '糧', '妲', '湯', '垣', '揚', '擅', '恒', '觴', '煬', '喧', '得', '場', '曁', '瘍', '蘯', '殤', '碍', '蕩', '腸', '膓', '陽', '萱', '昼', '塲', '諠', '慯', '顫', '蝪', '氈', '傷', '昜', '楊', '暘', '宣', '盪', '愃', '暢', '桓', '量']	[['胆', '疸', '靼', '坦', '担', '壇', '但', '怛', '袒', '亶', '檀'], ['壇', '檀']]	11	0.204
羚	['一', '令', '人', 'マ', '⺶']	['レイ', 'リョウ']	[]	[]	0	0
砠	['一', '口', '且', '石', '月']	['ソ', 'ショ']	[]	[]	0	0
欸	['欠', '天', '大', '厶', '矢', '矣']	['アイ', 'カイ']	[]	[]	0	0
身	[]	['シン']	['躬', '謝', '軈', '躯', '麝', '窮', '躰', '軅', '躱', '躾', '軆', '射']	[]	0	0
毳	['毛']	['ゼイ', 'セイ', 'セツ']	[]	[['橇'], ['橇']]	1	1.0
技	['十', '支', '扌', '又']	['ギ']	[]	[]	0	0
磚	['十', '寸', '口', 'CDP-8BD0', '專', '石']	['セン']	[]	[]	0	0
垉	['己', '勹', '土', '巳', '丿', '包']	['ホウ']	[]	[]	0	0
契	['刀', '大', '龶']	['ケイ']	['喫', '楔']	[['禊']]	1	0.333
罔	['罒', '亠', '匸', '亡', '冂']	['モウ', 'ボウ']	[]	[['魍', '網', '惘'], ['魍', '惘']]	3	1.0
竹	[]	['チク']	['筌', '篆', '筅', '箝', '箆', '箒', '箇', '筐', '篇', '筋', '簫', '簿', '簽', '筝', '箱', '筒', '篌', '筆', '箋', '箟', '篋', '範', '簧', '簾', '簪', '簣', '簷', '篏', '節', '箴', '箔', '箏', '箜', '箕', '筍', '篁', '策', '答', '筏', '算', '箚', '箍', '簡', '篥', '符', '纂', '笳', '篤', '籌', '篦', '笙', '第', '笥', '篝', '笘', '籐', '籟', '籀', '籔', '籏', '笠', '笈', '笵', '篭', '籃', '篠', '噬', '笶', '籍', '籖', '笊', '笞', '笆', '籘', '籤', '笋', '篳', '笄', '笑', '笹', '籥', '籬', '櫛', '篶', '擶', '篷', '笏', '笨', '笛', '籠', '笂', '篩', '簟', '簸', '箪', '筰', '筱', '筥', '筬', '簑', '竿', '簞', '簇', '簓', '箸', '筧', '箘', '箙', '簒', '簍', '管', '筮', '筺', '簗', '筵', '箭', '等', '筈', '筴', '簀', '簔']	[['筑', '竺', '築']]	3	0.024
抔	['一', '不', '丿', '扌', '丨']	['ホウ', 'ハイ']	[]	[]	0	0
體	['日', '十', '丿', '骨', '豆', '口', '豊', '廾', '月', '曲']	['タイ', 'テイ']	[]	[]	0	0
破	['口', '皮', '石']	['ハ']	[]	[]	0	0
欟	['隹', '木', '見', '亻', '觀', '口', '目', '艹', '儿']	[]	[]	[]	0	0
謁	['勹', '匕', '日', '言', '曷', '匂', '丿', '口', '人']	['エツ']	['藹', '靄']	[]	0	0
稲	['禾', '木', '丨', '日', '丿', '旧', '⺤']	['トウ', 'テ']	[]	[]	0	0
頬	['八', '頁', '从', '夾', '大', '人', '目', '貝', '二']	['キョウ']	[]	[]	0	0
欄	['木', '柬', '日', '束', '門', '闌', '口']	['ラン']	[]	[]	0	0
騷	['丶', '中', '灬', '蚤', '口', '叉', '馬', '虫', '丨']	['ソウ']	[]	[]	0	0
滉	['一', '日', '晃', '丿', '⺌', '光', '氵', '儿', '兀']	['コウ']	[]	[]	0	0
姆	['母', '毋', '女']	['ボ', 'モ']	[]	[]	0	0
髯	['冉', '髟', '土', '長', '彡', '厶', '冂']	['ゼン']	[]	[]	0	0
罨	['罒', '日', '奄', '大', '电']	['アン', 'エン']	[]	[]	0	0
童	['亠', '立', '里', '日']	['ドウ']	['橦', '幢', '鐘']	[['撞', '艟', '潼', '憧', '瞳', '僮']]	6	0.667
抛	['九', '扌', '力', '乙']	['ホウ']	[]	[]	0	0
湶	['白', '泉', '日', '水', '氵']	['セン']	[]	[]	0	0
妲	['日', '一', '旦', '女']	['ダツ']	[]	[]	0	0
稽	['禾', '木', '丶', '匕', '日', '丿', '尢', '尤', '旨', '儿']	['ケイ']	[]	[]	0	0
髭	['髟', '卜', '匕', '此', '長', '彡', '厶', '止']	['シ']	[]	[]	0	0
飫	['⻞', '丿', '大', '夭']	['ヨウ', 'オ', 'ヨ']	[]	[]	0	0
竓	['亠', '毛', '立']	[]	[]	[]	0	0
罍	['田', '缶']	['ライ']	[]	[]	0	0
稘	['禾', '木', '其', '八', '甘', '十', '丿', '廿']	['キ']	[]	[]	0	0
謚	['八', '言', '皿', '口', '益']	['エキ', 'シ']	[]	[]	0	0
稿	['禾', '木', '亠', '丿', '口', '冋', '高', '冂']	['コウ']	[]	[]	0	0
謎	['言', '口', '米', '迷', '辶']	['メイ', 'ベイ']	[]	[]	0	0
翁	['公', '八', '厶', '羽']	['オウ']	['鶲']	[['蓊']]	1	0.5
欒	['木', '言', '口', '䜌', '糸']	['ラン']	[]	[]	0	0
食	[]	['ショク', 'ジキ']	['瀁', '饗', '饕', '癢', '餮', '鱶', '養', '餐', '喰']	[]	0	0
蹙	['厂', '卜', '一', '小', '丶', '上', '丿', '口', '戈', '龰', '足', '弋', '戚']	['シュク', 'セキ']	[]	[]	0	0
湯	['一', '勿', '勹', '昜', '日', '旦', '氵']	['トウ']	[]	[['蘯', '蕩', '盪']]	3	1.0
抂	['王', '扌']	['キョウ', 'ゴウ']	[]	[]	0	0
髢	['髟', '長', '乙', '彡', '厶', '也']	['テイ', 'セキ']	[]	[]	0	0
謗	['亠', '言', '立', '旁', '口', '冖', '方']	['ボウ', 'ホウ']	[]	[]	0	0
義	['丶', '羊', '丿', '亅', '我', '戈', '弋', '䒑']	['ギ']	[]	[['犠', '儀', '議', '礒', '嶬', '蟻', '艤']]	7	1.0
始	['口', '台', '厶', '女']	['シ']	[]	[]	0	0
欝	['木', '罒', '爻', '艮', '棥', '乂', '寸']	['ウツ', 'ウン']	[]	[]	0	0
齊	['亠', '二', '刀']	['セイ', 'サイ']	['纃']	[['齎', '齏', '薺', '儕', '臍', '韲', '擠', '劑', '霽', '躋', '濟'], ['齋', '齎', '齏', '儕', '臍', '韲', '擠', '霽', '躋', '濟']]	11	0.923
抖	['丶', '扌', '斗']	['ト', 'トウ']	[]	[]	0	0
熈	['己', '臣', '灬', '巳', '丿']	['キ']	[]	[]	0	0
竪	['亠', '又', '立', '臣']	['ジュ']	[]	[]	0	0
奇	['一', '丁', '大', '亅', '口', '可']	['キ']	['椅', '猗']	[['欹', '綺', '倚', '寄', '羇', '碕', '掎', '埼', '剞', '崎', '騎', '畸']]	12	0.857
